ID,filename,source,filetype,band_abbrev,abbrev_type,band,thedate,date_format,date_right_after_band,score
566691.html,bs2016-07-02.t01.flac,DimeaDozen,flac,bs,canonical,Big Smith,2016-07-02 00:00:00,yyyy-mm-dd,True,4
566516.html,heart2016-07-02__01.flac,DimeaDozen,flac,heart,assigned,Heart,2016-07-02 00:00:00,yyyy-mm-dd,True,4
566517.html,tobylightman2016-07-07.mk6.edtyre.t01.flac,DimeaDozen,flac,tobylightman,assigned,Toby Lightman,2016-07-07 00:00:00,yyyy-mm-dd,True,4
566531.html,paulsimon2016-06-28t01.flac,DimeaDozen,flac,paulsimon,assigned,Paul Simon,2016-06-28 00:00:00,yyyy-mm-dd,True,4
566540.html,vain2006-11-21t01.flac,DimeaDozen,flac,vain,assigned,Vain,2006-11-21 00:00:00,yyyy-mm-dd,True,4
566541.html,gnr2016-07-14t24.flac,DimeaDozen,flac,gnr,assigned,Guns 'n' Roses,2016-07-14 00:00:00,yyyy-mm-dd,True,4
566542.html,gnr2016-07-14d2t01.flac,DimeaDozen,flac,gnr,assigned,Guns 'n' Roses,2016-07-14 00:00:00,yyyy-mm-dd,True,4
566595.html,wolfmother2016-07-14.mk41v.t01.flac,DimeaDozen,flac,wolfmother,assigned,Wolfmother,2016-07-14 00:00:00,yyyy-mm-dd,True,4
566612.html,MimiJonesCamilleThurmanQuartet2015-11-12s1t01.flac,DimeaDozen,flac,mimijonescamillethurmanquartet,assigned,Mimi Jones & The Camille Thurman Quartet,2015-11-12 00:00:00,yyyy-mm-dd,True,4
566617.html,TTS2016-06-19MSGat831T7.flac,DimeaDozen,flac,tts,assigned,Two Ton Shoe,2016-06-19 00:00:00,yyyy-mm-dd,True,4
566659.html,noelgallagher2016-07-15t10.flac,DimeaDozen,flac,noelgallagher,assigned,Noel Gallagher,2016-07-15 00:00:00,yyyy-mm-dd,True,4
566662.html,ryanadams2016-07-15t10.flac,DimeaDozen,flac,ryanadams,assigned,Ryan Adams,2016-07-15 00:00:00,yyyy-mm-dd,True,4
566690.html,thirdeyeblind2016-07-15.mg21.t01.flac,DimeaDozen,flac,thirdeyeblind,assigned,Third Eye Blind,2016-07-15 00:00:00,yyyy-mm-dd,True,4
587555.html,gd1981-05-01s1t01.flac,Etree,flac,gd,canonical,Grateful Dead,1981-05-01 00:00:00,yyyy-mm-dd,True,4
566381.html,HarryManx2014-08-01s1t01.flac,DimeaDozen,flac,harrymanx,assigned,Harry Manx,2014-08-01 00:00:00,yyyy-mm-dd,True,4
587553.html,scr2016-07-09.vwmule.t01.flac,Etree,flac,scr,assigned,Steep Canyon Rangers,2016-07-09 00:00:00,yyyy-mm-dd,True,4
587405.html,floodwood2016-07-01set2t01.flac,Etree,flac,floodwood,assigned,Floodwood,2016-07-01 00:00:00,yyyy-mm-dd,True,4
55a93f1be035d4e654f8d483402eb58a051cf100,dc2016-07-03set1t01.flac,LosslessLegs,flac,dc,assigned,Dead & Company,2016-07-03 00:00:00,yyyy-mm-dd,True,4
587423.html,sci2016-07-03s2t05.flac,Etree,flac,sci,canonical,String Cheese Incident,2016-07-03 00:00:00,yyyy-mm-dd,True,4
587422.html,deanmonkey&amp;thedropouts2015-07-24t01.ca14s.omnis.16bit.flac,Etree,flac,deanmonkey&amp;thedropouts,assigned,Dean Monkey & The Dropouts,2015-07-24 00:00:00,yyyy-mm-dd,True,4
587420.html,gd1974-10-18.BEAR.gems.TRACK.22.flac,Etree,flac,gd,canonical,Grateful Dead,1974-10-18 00:00:00,yyyy-mm-dd,True,4
587419.html,wilco2016-02-10d1t01.flac,Etree,flac,wilco,canonical,Wilco,2016-02-10 00:00:00,yyyy-mm-dd,True,4
587418.html,wilco2016-02-11d1t01.flac,Etree,flac,wilco,canonical,Wilco,2016-02-11 00:00:00,yyyy-mm-dd,True,4
587413.html,wilco2016-02-10t01.flac,Etree,flac,wilco,canonical,Wilco,2016-02-10 00:00:00,yyyy-mm-dd,True,4
8ec7d8a82cf38a3cf2fc4fe74cbb1277e5e5a364,gd1988-03-16s1t01.flac,LosslessLegs,flac,gd,canonical,Grateful Dead,1988-03-16 00:00:00,yyyy-mm-dd,True,4
587412.html,wilco2016-02-11t01.flac,Etree,flac,wilco,canonical,Wilco,2016-02-11 00:00:00,yyyy-mm-dd,True,4
587410.html,wsp2016-07-03s2t01.flac,Etree,flac,wsp,canonical,Widespread Panic,2016-07-03 00:00:00,yyyy-mm-dd,True,4
587409.html,wsp2016-07-03s2t01.flac,Etree,flac,wsp,canonical,Widespread Panic,2016-07-03 00:00:00,yyyy-mm-dd,True,4
c643458491b631e3db4d92286bd85400e6f54220,jg+ms1974-11-14a-d1t01.shn,LosslessLegs,shn,jg+ms,assigned,Jerry Garcia & Merl Saunders,1974-11-14 00:00:00,yyyy-mm-dd,True,4
587408.html,wsp2016-07-03s2t01.flac,Etree,flac,wsp,canonical,Widespread Panic,2016-07-03 00:00:00,yyyy-mm-dd,True,4
587407.html,dead.and.co2016-07-03s2t07.flac,Etree,flac,dead.and.co,assigned,Dead & Company,2016-07-03 00:00:00,yyyy-mm-dd,True,4
93f411f76c3f5ee5ea3c5ad757b1be7262b7f9f9,headforthehills2016-06-11t01.sbd.cm300s.cp1s.mtx.16bit.flac,LosslessLegs,flac,headforthehills,assigned,Head for the Hills,2016-06-11 00:00:00,yyyy-mm-dd,True,4
0052bf390af85fc942ff8f32c1ce95cfca06b5dd,megadeth2012-05-09t01.ca14s.omnis.16bit.flac,LosslessLegs,flac,megadeth,assigned,Megadeth,2012-05-09 00:00:00,yyyy-mm-dd,True,4
587403.html,halfmoon2015-06-27t01.ca14s.omnis.16bit.flac,Etree,flac,halfmoon,assigned,Half Moon,2015-06-27 00:00:00,yyyy-mm-dd,True,4
587402.html,deanmonkey&amp;thedropouts2015-11-21t01.cm300s.cp1s.16bit.flac,Etree,flac,deanmonkey&amp;thedropouts,assigned,Dean Monkey & The Dropouts,2015-11-21 00:00:00,yyyy-mm-dd,True,4
587401.html,deanmonkey&amp;thedropouts2015-11-21t01.sbd.cm300s.cp1s.mtx.16bit.flac,Etree,flac,deanmonkey&amp;thedropouts,assigned,Dean Monkey & The Dropouts,2015-11-21 00:00:00,yyyy-mm-dd,True,4
55c96d2074731edc6b2b5ca59a5630fa9849b42a,jg+ms1974-11-06a-new-d1t05.shn,LosslessLegs,shn,jg+ms,assigned,Jerry Garcia & Merl Saunders,1974-11-06 00:00:00,yyyy-mm-dd,True,4
587399.html,gd1987-07-02-24bits01t01.flac,Etree,flac,gd,canonical,Grateful Dead,1987-07-02 00:00:00,yyyy-mm-dd,True,4
587398.html,deadco2016-07-02s1t01.flac,Etree,flac,deadco,assigned,Dead & Company,2016-07-02 00:00:00,yyyy-mm-dd,True,4
587397.html,dc2016-07-02set1t01.flac,Etree,flac,dc,assigned,Dead & Company,2016-07-02 00:00:00,yyyy-mm-dd,True,4
587394.html,wsp2016-06-26t01.flac,Etree,flac,wsp,canonical,Widespread Panic,2016-06-26 00:00:00,yyyy-mm-dd,True,4
587393.html,gm2001-04-08 CD1 tr 01.flac,Etree,flac,gm,variant,Gov't Mule,2001-04-08 00:00:00,yyyy-mm-dd,True,4
587392.html,bloodkin2016-06-10t15.flac,Etree,flac,bloodkin,assigned,Bloodkin,2016-06-10 00:00:00,yyyy-mm-dd,True,4
f975f9853674167a85f6bccd9cc9a9ffc5338d31,dac2016-06-25-d01t01-B+K-4021.flac,LosslessLegs,flac,dac,assigned,Dead & Company,2016-06-25 00:00:00,yyyy-mm-dd,True,4
587390.html,gm2001-04-07 CD1 tr01.flac,Etree,flac,gm,variant,Gov't Mule,2001-04-07 00:00:00,yyyy-mm-dd,True,4
1827f656362b7b2caa02b80a5059e507fa65c02d,gd1992-12-11d1t01.flac,LosslessLegs,flac,gd,canonical,Grateful Dead,1992-12-11 00:00:00,yyyy-mm-dd,True,4
587388.html,rhythmfuture2016-06-26.akg460-ck69.sbd.d1t11.flac,Etree,flac,rhythmfuture,assigned,Rhythm Future,2016-06-26 00:00:00,yyyy-mm-dd,True,4
587425.html,gd1987-07-04-24bits01t01.flac,Etree,flac,gd,canonical,Grateful Dead,1987-07-04 00:00:00,yyyy-mm-dd,True,4
7fcc07f1c78ece6444175f601a2ae4be43719b72,dac2016-06-26-d01t01-B+K-4021.flac,LosslessLegs,flac,dac,assigned,Dead & Company,2016-06-26 00:00:00,yyyy-mm-dd,True,4
587462.html,ph2016-07-02.mk41v.sxr4.2496.s1t01.flac,Etree,flac,ph,canonical,Phish,2016-07-02 00:00:00,yyyy-mm-dd,True,4
587445.html,dank2016-06-30s1t01.flac,Etree,flac,dank,assigned,The Dank,2016-06-30 00:00:00,yyyy-mm-dd,True,4
587460.html,ph2016-07-01.mk41v.sxr4.2496.s1t01.flac,Etree,flac,ph,canonical,Phish,2016-07-01 00:00:00,yyyy-mm-dd,True,4
587459.html,ph2016-07-01.mk41v.sxr4.1644.s1t01.flac,Etree,flac,ph,canonical,Phish,2016-07-01 00:00:00,yyyy-mm-dd,True,4
f53ffb572ba0d3d59b0275c3c73e3458965fd366,halfmoon2015-06-27t04.ca14s.omnis.16bit.flac,LosslessLegs,flac,halfmoon,assigned,Half Moon,2015-06-27 00:00:00,yyyy-mm-dd,True,4
1a048ca33254ba311b8d2fe507283b2a862a0feb,raccoon2016-07-09s01t01.flac,LosslessLegs,flac,raccoon,assigned,Raccoon,2016-07-09 00:00:00,yyyy-mm-dd,True,4
d810699ee2e9436f5ac4a54e86a07d3065613403,deadandco2016-07-07akg481set1t01.flac,LosslessLegs,flac,deadandco,assigned,Dead & Company,2016-07-07 00:00:00,yyyy-mm-dd,True,4
587453.html,ph1992-05-14set1t11.flac,Etree,flac,ph,canonical,Phish,1992-05-14 00:00:00,yyyy-mm-dd,True,4
587451.html,bs2016-06-25.late.t01.flac,Etree,flac,bs,canonical,Big Smith,2016-06-25 00:00:00,yyyy-mm-dd,True,4
587450.html,bs2016-06-25.late.t01.flac,Etree,flac,bs,canonical,Big Smith,2016-06-25 00:00:00,yyyy-mm-dd,True,4
c10a1d0c40a3a2defb16ded52da3762eead7f7fd,deadandco2016-07-03akg481fobset1t01.flac,LosslessLegs,flac,deadandco,assigned,Dead & Company,2016-07-03 00:00:00,yyyy-mm-dd,True,4
587449.html,bs2016-06-25t01.flac,Etree,flac,bs,canonical,Big Smith,2016-06-25 00:00:00,yyyy-mm-dd,True,4
587448.html,bs2016-06-25t01.flac,Etree,flac,bs,canonical,Big Smith,2016-06-25 00:00:00,yyyy-mm-dd,True,4
587447.html,pigeons2016-06-30s1t08.flac,Etree,flac,pigeons,assigned,Pigeons,2016-06-30 00:00:00,yyyy-mm-dd,True,4
587446.html,pigeons2016-06-30s1t08.flac,Etree,flac,pigeons,assigned,Pigeons,2016-06-30 00:00:00,yyyy-mm-dd,True,4
4861bf245d84e2b1787b75159e2ff60a4baf9b5b,deadandco2016-07-10akg481set1t01.flac,LosslessLegs,flac,deadandco,assigned,Dead & Company,2016-07-10 00:00:00,yyyy-mm-dd,True,4
c8effe1d9dd5e698adc9b1b2d0d4d60a71aa7cec,gd1980-09-04d1t01.shn,LosslessLegs,shn,gd,canonical,Grateful Dead,1980-09-04 00:00:00,yyyy-mm-dd,True,4
499909d12002a8511db49e903d6697c15b08d8a3,gd1982-08-03s1t01.flac,LosslessLegs,flac,gd,canonical,Grateful Dead,1982-08-03 00:00:00,yyyy-mm-dd,True,4
587443.html,sci2016-07-04s1t05.flac,Etree,flac,sci,canonical,String Cheese Incident,2016-07-04 00:00:00,yyyy-mm-dd,True,4
587442.html,feign2016-07-04d01t12.flac,Etree,flac,feign,assigned,Feign,2016-07-04 00:00:00,yyyy-mm-dd,True,4
c216e2ed72120980caf3c7301fded5c32e6df348,rhcp2012-04-09t01.ca14s.16bit.flac,LosslessLegs,flac,rhcp,assigned,Red Hot Chili Peppers,2012-04-09 00:00:00,yyyy-mm-dd,True,4
c33f5c5ee978797816d0e3feccc071cb3e77cba3,oakhurst2016-06-11t01.sbd.cm300s.cp1s.mtx.16bit.flac,LosslessLegs,flac,oakhurst,assigned,Oakhurst,2016-06-11 00:00:00,yyyy-mm-dd,True,4
587437.html,dc2016-07-03set1t01.flac,Etree,flac,dc,assigned,Dead & Company,2016-07-03 00:00:00,yyyy-mm-dd,True,4
cad600a6f96091a07001123ce47ad75bb5e69b63,kottke1975-08-26d1t01.flac,LosslessLegs,flac,kottke,assigned,Leo Kottke,1975-08-26 00:00:00,yyyy-mm-dd,True,4
64cd7c0dc856648b63fb47574595c70d301beead,gd1981-05-01s1t01.flac,LosslessLegs,flac,gd,canonical,Grateful Dead,1981-05-01 00:00:00,yyyy-mm-dd,True,4
676fa456c91a9d7666a6fe29f155f4c2aaa77513,jg1974-12-28d1t01.flac,LosslessLegs,flac,jg,variant,Jerry Garcia,1974-12-28 00:00:00,yyyy-mm-dd,True,4
7bccc3f6f904f7066e022b3a536b04f5cdd42170,gd1992-12-16d1t01.flac,LosslessLegs,flac,gd,canonical,Grateful Dead,1992-12-16 00:00:00,yyyy-mm-dd,True,4
e651eb1639a84447eef6b431107c1c124e3b0b87,gd1992-12-17d3t03.shn,LosslessLegs,shn,gd,canonical,Grateful Dead,1992-12-17 00:00:00,yyyy-mm-dd,True,4
25f2fb7e2730a0412136b96b7bf0727ffcd43a42,jg1974-12-28d1t01.flac,LosslessLegs,flac,jg,variant,Jerry Garcia,1974-12-28 00:00:00,yyyy-mm-dd,True,4
587431.html,deanmonkey&amp;thedropouts2016-02-19t01.ca14s.omnis.16bit.flac,Etree,flac,deanmonkey&amp;thedropouts,assigned,Dean Monkey & The Dropouts,2016-02-19 00:00:00,yyyy-mm-dd,True,4
587430.html,deanmonkey&amp;thedropouts2016-02-19t01.ca14s.cards.16bit.flac,Etree,flac,deanmonkey&amp;thedropouts,assigned,Dean Monkey & The Dropouts,2016-02-19 00:00:00,yyyy-mm-dd,True,4
587429.html,deanmonkey&amp;thedropouts2016-02-19t01.ca14s.cards.omnis.mtx.16bit.flac,Etree,flac,deanmonkey&amp;thedropouts,assigned,Dean Monkey & The Dropouts,2016-02-19 00:00:00,yyyy-mm-dd,True,4
587387.html,pressroomtrio2016-06-26.akg460-ck69.sbd.d1t15.flac,Etree,flac,pressroomtrio,assigned,The Press Room Trio,2016-06-26 00:00:00,yyyy-mm-dd,True,4
587386.html,fuguemill2016-06-26.akg460-ck69.sbd.d1t13.flac,Etree,flac,fuguemill,assigned,Fugue Mill,2016-06-26 00:00:00,yyyy-mm-dd,True,4
587385.html,gm2001-04-06-t01.flac,Etree,flac,gm,variant,Gov't Mule,2001-04-06 00:00:00,yyyy-mm-dd,True,4
587330.html,wsp2016-06-29s2t01.flac,Etree,flac,wsp,canonical,Widespread Panic,2016-06-29 00:00:00,yyyy-mm-dd,True,4
ecd105f67091e529083d693020aaa1aa81490e25,gd1992-12-13d1t05fixed.shn,LosslessLegs,shn,gd,canonical,Grateful Dead,1992-12-13 00:00:00,yyyy-mm-dd,True,4
41706f5ece9bc40708c31e90ce439da390e5be44,deadco2016-07-02s1t01.flac,LosslessLegs,flac,deadco,assigned,Dead & Company,2016-07-02 00:00:00,yyyy-mm-dd,True,4
587344.html,jm2016-06-21s1t01.flac,Etree,flac,jm,assigned,Jason Mraz,2016-06-21 00:00:00,yyyy-mm-dd,True,4
587343.html,Larry_McCray2016-06-18t01.flac,Etree,flac,larry_mccray,assigned,Larry McCray,2016-06-18 00:00:00,yyyy-mm-dd,True,4
c8f97307c126820d7c00cf527a4175f50a8d0531,gd1982-02-19s1t01.flac,LosslessLegs,flac,gd,canonical,Grateful Dead,1982-02-19 00:00:00,yyyy-mm-dd,True,4
e1b419107ab78bd52dd071334414ca212995d135,raccoon2016-07-08s1t01.flac,LosslessLegs,flac,raccoon,assigned,Raccoon,2016-07-08 00:00:00,yyyy-mm-dd,True,4
2d6c55d4a21722eb45223139e6e3ae662c9dd3b8,gd1981-03-03d1t01.shn,LosslessLegs,shn,gd,canonical,Grateful Dead,1981-03-03 00:00:00,yyyy-mm-dd,True,4
5df5ff57572096269a817244744390f329bf98f1,DEADCo2016-07-10_MK41_SET0101.flac,LosslessLegs,flac,deadco,assigned,Dead & Company,2016-07-10 00:00:00,yyyy-mm-dd,True,4
d6f38518384306a50f4386f6ebbebbe7f45f1439,jg+ms1974-12-29d1t01.shn,LosslessLegs,shn,jg+ms,assigned,Jerry Garcia & Merl Saunders,1974-12-29 00:00:00,yyyy-mm-dd,True,4
587340.html,wsp2016-06-25s2t09.flac,Etree,flac,wsp,canonical,Widespread Panic,2016-06-25 00:00:00,yyyy-mm-dd,True,4
2e77c30551173761e309284075021859bf2a237a,gd1980-09-03d1t01.shn,LosslessLegs,shn,gd,canonical,Grateful Dead,1980-09-03 00:00:00,yyyy-mm-dd,True,4
ebfeaf7e323504cdfd162ce6574267d15eb42ea4,DEADCo2016-07-10_MK41_SET0101.flac,LosslessLegs,flac,deadco,assigned,Dead & Company,2016-07-10 00:00:00,yyyy-mm-dd,True,4
587332.html,professor2016-06-29d01t09.flac,Etree,flac,professor,assigned,Professor,2016-06-29 00:00:00,yyyy-mm-dd,True,4
587331.html,wsp2016-06-29s2t01.flac,Etree,flac,wsp,canonical,Widespread Panic,2016-06-29 00:00:00,yyyy-mm-dd,True,4
587329.html,wsp2016-06-29s2t01.flac,Etree,flac,wsp,canonical,Widespread Panic,2016-06-29 00:00:00,yyyy-mm-dd,True,4
3df267c1c7ddcf8b2aa9b5405cc7af8bf298bc7e,deadandcompany2016-06-20d1t01.flac,LosslessLegs,flac,deadandcompany,assigned,Dead & Company,2016-06-20 00:00:00,yyyy-mm-dd,True,4
587327.html,nrps2016-06-29d01t09.flac,Etree,flac,nrps,assigned,New Riders of the Purple Sage,2016-06-29 00:00:00,yyyy-mm-dd,True,4
86272ae3889d311f8976291859457af369ba5d4e,jgms1974-02-16s1t01.flac,LosslessLegs,flac,jgms,assigned,Jerry Garcia & Merl Saunders,1974-02-16 00:00:00,yyyy-mm-dd,True,4
c20d94ae528f82a88cbce3b61f1ac9842bfbe553,dandc2016-07-26s1t01.flac,LosslessLegs,flac,dandc,assigned,Dead & Company,2016-07-26 00:00:00,yyyy-mm-dd,True,4
0995383463d817f30c16897001b9a1cd8c5008b5,jgms1973-10-11.s1t01_Someday_Baby.flac,LosslessLegs,flac,jgms,assigned,Jerry Garcia & Merl Saunders,1973-10-11 00:00:00,yyyy-mm-dd,True,4
24e1fe5ec04c293cf6a3ffe61755783f527cdc8f,jg1974-12-29-early-disalvo-taperpat-d1t01.flac,LosslessLegs,flac,jg,variant,Jerry Garcia,1974-12-29 00:00:00,yyyy-mm-dd,True,4
d5ea136ee727287cdc6853590c7ded9691045e95,dandc2016-07-26s1t01.flac,LosslessLegs,flac,dandc,assigned,Dead & Company,2016-07-26 00:00:00,yyyy-mm-dd,True,4
705a14c0b8496e9d003d3dd9a912af23169bcea3,jg1973-09-06.s1t01_It_Takes_A_Lot_To_Laugh_It_Takes_A_Train_To_Cry.flac,LosslessLegs,flac,jg,variant,Jerry Garcia,1973-09-06 00:00:00,yyyy-mm-dd,True,4
e6f6cfd7d46fb2ecee007c2629de3d0f67dc6515,gd1980-11-28d1t01.flac,LosslessLegs,flac,gd,canonical,Grateful Dead,1980-11-28 00:00:00,yyyy-mm-dd,True,4
f9a3d3a88bd2b688473febb88df805d23f00141f,raitt1980-08-08d1t01.flac,LosslessLegs,flac,raitt,assigned,Bonnie Raitt,1980-08-08 00:00:00,yyyy-mm-dd,True,4
aeea938175b6b5d74019c8853c6a021d9f659607,gd1972-04-26s1t01.flac,LosslessLegs,flac,gd,canonical,Grateful Dead,1972-04-26 00:00:00,yyyy-mm-dd,True,4
0312bf0923355514e5047350ed2ed2591d005b7e,gd1969-12-26t01.flac,LosslessLegs,flac,gd,canonical,Grateful Dead,1969-12-26 00:00:00,yyyy-mm-dd,True,4
7e6510d783b6e191a3946c8e808e51b896cdbd27,gd1992-12-06.AKG451.t01.flac,LosslessLegs,flac,gd,canonical,Grateful Dead,1992-12-06 00:00:00,yyyy-mm-dd,True,4
8476dda5e86fb903aef7d5a2699d3db1a2ca4b73,gd1992-12-11d1t02.shn,LosslessLegs,shn,gd,canonical,Grateful Dead,1992-12-11 00:00:00,yyyy-mm-dd,True,4
fc136f09d5e60fe4c0c429675214c82fd239062d,rem1985-08-25d1t01.flac,LosslessLegs,flac,rem,assigned,R.E.M.,1985-08-25 00:00:00,yyyy-mm-dd,True,4
9ce592af6add82591322ba02b1a9e80c692b48a2,gd1982-08-04s1t01.flac,LosslessLegs,flac,gd,canonical,Grateful Dead,1982-08-04 00:00:00,yyyy-mm-dd,True,4
587345.html,del2016-06-23t01.flac,Etree,flac,del,assigned,The Del McCoury Band,2016-06-23 00:00:00,yyyy-mm-dd,True,4
587346.html,bloodkin2016-06-17s1t10.flac,Etree,flac,bloodkin,assigned,Bloodkin,2016-06-17 00:00:00,yyyy-mm-dd,True,4
e9265d819e3aa662894b9480995f4bb8304ad041,levon1978-03-17.d1t01.flac,LosslessLegs,flac,levon,assigned,Levon,1978-03-17 00:00:00,yyyy-mm-dd,True,4
587384.html,wsp2016-07-02s2t01.flac,Etree,flac,wsp,canonical,Widespread Panic,2016-07-02 00:00:00,yyyy-mm-dd,True,4
587383.html,wsp2016-07-02s2t01.flac,Etree,flac,wsp,canonical,Widespread Panic,2016-07-02 00:00:00,yyyy-mm-dd,True,4
587382.html,wsp2016-07-02s2t01.flac,Etree,flac,wsp,canonical,Widespread Panic,2016-07-02 00:00:00,yyyy-mm-dd,True,4
587380.html,gm2001-04-05d1t01.flac,Etree,flac,gm,variant,Gov't Mule,2001-04-05 00:00:00,yyyy-mm-dd,True,4
587378.html,wsp2016-06-26t01.flac,Etree,flac,wsp,canonical,Widespread Panic,2016-06-26 00:00:00,yyyy-mm-dd,True,4
ba7d86ba173e83f002eee50095f03e75785ec626,jg+ms1974-11-05a-new-d1t01.shn,LosslessLegs,shn,jg+ms,assigned,Jerry Garcia & Merl Saunders,1974-11-05 00:00:00,yyyy-mm-dd,True,4
ec60e1da9e0c284899bcc3d9397f71c81756c2df,jg+ms1974-11-07ad1t02.shn,LosslessLegs,shn,jg+ms,assigned,Jerry Garcia & Merl Saunders,1974-11-07 00:00:00,yyyy-mm-dd,True,4
154611dc24d1e08028d3b67dd60e8fb9b3604131,jg+ms1974-11-16a-new-d1t05.shn,LosslessLegs,shn,jg+ms,assigned,Jerry Garcia & Merl Saunders,1974-11-16 00:00:00,yyyy-mm-dd,True,4
587371.html,timobrien2016-06-18d01t14.flac,Etree,flac,timobrien,assigned,Tim O'Brien,2016-06-18 00:00:00,yyyy-mm-dd,True,4
587368.html,wsp2016-06-26s1t01.flac,Etree,flac,wsp,canonical,Widespread Panic,2016-06-26 00:00:00,yyyy-mm-dd,True,4
cbbd90fc0e02eddd5aead486b19abaff905e05c3,jg+ms1974-11-15bnewd1t03.shn,LosslessLegs,shn,jg+ms,assigned,Jerry Garcia & Merl Saunders,1974-11-15 00:00:00,yyyy-mm-dd,True,4
ad9fe06bdd6df357ff90de6a4ae5a2c1c5887c4a,gd1993-03-10.AKG451.t02.flac,LosslessLegs,flac,gd,canonical,Grateful Dead,1993-03-10 00:00:00,yyyy-mm-dd,True,4
587364.html,wsp2016-06-30s1t12.flac,Etree,flac,wsp,canonical,Widespread Panic,2016-06-30 00:00:00,yyyy-mm-dd,True,4
587363.html,wsp2016-06-30s2t01.flac,Etree,flac,wsp,canonical,Widespread Panic,2016-06-30 00:00:00,yyyy-mm-dd,True,4
7de4ea3d70d205727fe56318df8b6c814690191d,gd1980-08-31d1t001.flac,LosslessLegs,flac,gd,canonical,Grateful Dead,1980-08-31 00:00:00,yyyy-mm-dd,True,4
0aeba610f8c8c497f683731ac36810b7a6175ecf,PH1998-07-26MATRIXd01t01.flac,LosslessLegs,flac,ph,canonical,Phish,1998-07-26 00:00:00,yyyy-mm-dd,True,4
587362.html,wsp2016-06-30s2t01.flac,Etree,flac,wsp,canonical,Widespread Panic,2016-06-30 00:00:00,yyyy-mm-dd,True,4
587552.html,los2016-06-18d01t08.flac,Etree,flac,los,canonical,Leftover Salmon,2016-06-18 00:00:00,yyyy-mm-dd,True,4
587359.html,johnprine2016-06-16t12.flac,Etree,flac,johnprine,assigned,John Prine,2016-06-16 00:00:00,yyyy-mm-dd,True,4
587358.html,wp2016-06-26mk4s2t01.flac,Etree,flac,wp,variant,Widespread Panic,2016-06-26 00:00:00,yyyy-mm-dd,True,4
2136ad7ea826045abb7a52bb3da9a123eccff42e,dead.and.co2016-07-03s1t01.flac,LosslessLegs,flac,dead.and.co,assigned,Dead & Company,2016-07-03 00:00:00,yyyy-mm-dd,True,4
3462ae33acfb2d77b1a4a67514c6f26650566cdf,gd1989-07-13d1t01.flac,LosslessLegs,flac,gd,canonical,Grateful Dead,1989-07-13 00:00:00,yyyy-mm-dd,True,4
147369ed3dc29e3f54ef4bf2334775617247ffb8,gd1989-07-13d1t01.flac,LosslessLegs,flac,gd,canonical,Grateful Dead,1989-07-13 00:00:00,yyyy-mm-dd,True,4
4795999f9d8119eb2160c0fc0a106adc6b8ce100,GD1980-10-26-d1t01.shn,LosslessLegs,shn,gd,canonical,Grateful Dead,1980-10-26 00:00:00,yyyy-mm-dd,True,4
587353.html,wsp2016-06-26s1t01The Take Out.flac,Etree,flac,wsp,canonical,Widespread Panic,2016-06-26 00:00:00,yyyy-mm-dd,True,4
587352.html,johnprine2016-06-16d01t07.flac,Etree,flac,johnprine,assigned,John Prine,2016-06-16 00:00:00,yyyy-mm-dd,True,4
fddc47a8860b02783b122da3eaeada7033971848,jg+ms1974-11-09bd1t03.shn,LosslessLegs,shn,jg+ms,assigned,Jerry Garcia & Merl Saunders,1974-11-09 00:00:00,yyyy-mm-dd,True,4
587348.html,jerryjoseph2016-06-17s1t01.flac,Etree,flac,jerryjoseph,assigned,Jerry Joseph,2016-06-17 00:00:00,yyyy-mm-dd,True,4
587347.html,jerryjoseph2016-06-17s1t01.flac,Etree,flac,jerryjoseph,assigned,Jerry Joseph,2016-06-17 00:00:00,yyyy-mm-dd,True,4
587461.html,ph2016-07-02.mk41v.sxr4.1644.s1t01.flac,Etree,flac,ph,canonical,Phish,2016-07-02 00:00:00,yyyy-mm-dd,True,4
d4b1ea7d9ed1a3899db143bd72174355e21cbcfc,braitt1985-02-13 t-01.flac,LosslessLegs,flac,braitt,assigned,Bonnie Raitt,1985-02-13 00:00:00,yyyy-mm-dd,True,4
587487.html,wookiefoot2016-07-01.mk4.psp2.zoomf8.24bit-t01.flac,Etree,flac,wookiefoot,assigned,Wookiefoot,2016-07-01 00:00:00,yyyy-mm-dd,True,4
70a97253d6bce8be1b6b6f77204637305daf0304,jg1975-02-14d1t01.flac,LosslessLegs,flac,jg,variant,Jerry Garcia,1975-02-14 00:00:00,yyyy-mm-dd,True,4
03eeace4c71c275bb47483253425dd01f489ea54,gd1993-03-14.Nak300.t01.flac,LosslessLegs,flac,gd,canonical,Grateful Dead,1993-03-14 00:00:00,yyyy-mm-dd,True,4
587494.html,elise2016-07-06d01t05.flac,Etree,flac,elise,assigned,Elise Testone,2016-07-06 00:00:00,yyyy-mm-dd,True,4
85dc4f5a91ca4bb1e49f3177e13ff30c3bd90320,deadco2016-07-02s1t01.flac,LosslessLegs,flac,deadco,assigned,Dead & Company,2016-07-02 00:00:00,yyyy-mm-dd,True,4
af33a03daefd2f5b0182e4231839ddc543169dc8,jg+ms1974-11-08-new-d2t05.shn,LosslessLegs,shn,jg+ms,assigned,Jerry Garcia & Merl Saunders,1974-11-08 00:00:00,yyyy-mm-dd,True,4
